wavelength,intensity,transmittance,absorbance
198.80933475,0.008007214666666667,1.4262991080599978,-0.1531778397676228
199.01143578,0.008324216666666667,1.9314574458485898,-0.2853997510121979
199.21355429,0.0025517079999999998,2.0,-0.3010299956639812
199.41569028,0.0009137886666666667,2.0,-0.3010299956639812
199.61784374,0.0018692099999999998,1.2055841492202315,-0.07971929441252594
199.82001468,0.0025185813333333334,2.0,-0.3010299956639812
200.02220309,0.004182875333333334,2.0,-0.3010299956639812
200.22440896,0.0012778183333333334,2.0,-0.3010299956639812
200.4266323,0.0018351776666666667,2.0,-0.3010299956639812
200.6288731,0.0020933176666666667,2.0,-0.3010299956639812
200.83113136,0.004578099666666667,2.0,-0.3010299956639812
201.03340708,0.00041046599999999996,1.7478703014724122,-0.2322481709207926
201.23570025,0.0029593680000000004,2.0,-0.3010299956639812
201.43801087,0.005218339999999999,1.8443665307103423,-0.2656498678064902
201.64033894,0.0054044893333333325,1.1001146697172883,-0.04128408048422697
201.84268445,0.0047746383333333335,1.6875449162466627,-0.22676298580603196
202.04504741,0.0032130036666666666,1.4400661841053568,-0.15579323729595657
202.2474278,0.0025109373333333336,2.0,-0.3010299956639812
202.44982564,0.003089563,2.0,-0.3010299956639812
202.6522409,-0.002043841333333334,0.0,6.0
202.8546736,0.005873974666666666,1.5547101161582209,-0.19144877781834424
203.05712372,0.003317944,1.8588977656945704,-0.2684075963436457
203.25959128,-0.0009222013333333333,0.0,6.0
203.46207625,0.003503062333333333,1.2849616071210235,-0.10671309143754386
203.66457864,0.0019478790000000002,2.0,-0.3010299956639812
203.86709846,0.005658710666666667,2.0,-0.3010299956639812
204.06963568,0.006197526333333332,2.0,-0.3010299956639812
204.27219032,0.0037992813333333334,1.3047699507298935,-0.11039308048722596
204.47476237,0.002136835,2.0,-0.3010299956639812
204.67735182,0.001957084,2.0,-0.3010299956639812
204.87995868,0.011358646666666666,1.4600159472617797,-0.16373226574972546
205.08258293,0.005606185666666666,1.09518701499467,-0.0389756699228962
205.28522459,0.0031368326666666667,0.9993923251580782,0.004567263012204421
205.48788364,0.003071036666666667,2.0,-0.3010299956639812
205.69056008,0.0025959453333333333,1.2690944230697152,-0.10279463839667653
205.89325391,0.007155531333333333,1.8435866584563805,-0.2652265137488737
206.09596513,0.0019783666666666664,1.750180792983084,-0.2407363435836678
206.29869374,0.007696983333333333,1.2030653197474346,-0.07955233481082959
206.50143972,0.005937155666666667,1.1885793009380397,-0.07460680653904854
206.70420308,0.0030736143333333333,2.0,-0.3010299956639812
206.90698382,0.002671050666666666,2.0,-0.3010299956639812
207.10978194,0.001921012,2.0,-0.3010299956639812
207.31259742,0.007174208666666667,2.0,-0.3010299956639812
207.51543027,7.900866666666668e-05,0.6666666666666666,3.8996566681120064
207.71828048,0.002901364333333333,1.0723671290461283,-0.026596064488550748
207.92114806,0.002254382666666667,1.2832835248824048,-0.08270064791663223
208.12403299,0.009711292000000002,1.3799859035644657,-0.13982194599553935
208.32693528,0.0019350366666666663,1.0069138372143445,0.011646532981305071
208.52985493,0.003571401,2.0,-0.3010299956639812
208.73279193,-0.0015563786666666667,0.0,6.0
208.93574627,0.009706079333333334,1.493027059676498,-0.17341474561471515
209.13871796,0.005836734666666667,2.0,-0.3010299956639812
209.34170699,0.0034938826666666666,1.1588410757838083,-0.06309259449569486
209.54471336,0.000394034,1.3333333333333333,1.7993133362240126
209.74773707,0.004399700666666667,1.7190284819095005,-0.23250403281426216
209.95077811,0.0014288799999999998,2.0,-0.3010299956639812
210.15383649,0.0020090956666666666,2.0,-0.3010299956639812
210.35691219,0.0037405000000000003,1.0009580081992657,0.00035889505215477613
210.56000522,0.00440582,1.99281054521523,-0.29946034640682706
210.76311557,-0.00017891766666666668,0.6666666666666666,3.8996566681120064
210.96624324,0.006238075,1.4668849644923105,-0.16554928229700558
211.16938823,0.00033214833333333337,0.7607611849137274,0.13250319181944223
211.37255053,0.002156551333333333,1.2880931617907645,-0.10060781479107843
211.57573015,0.0005420980000000001,0.4160575314289224,0.4820820956203269
211.77892707,0.004191194999999999,1.8343208483954914,-0.2620531070999294
211.9821413,0.001847172,2.0,-0.3010299956639812
212.18537284,0.002511713666666667,2.0,-0.3010299956639812
212.38862167,0.0016888516666666669,2.0,-0.3010299956639812
212.59188781,0.0011130320000000001,2.0,-0.3010299956639812
212.79517124,0.0008878263333333332,1.7681943107465223,-0.24573051959607659
212.99847196,-0.00014344899999999997,0.0,6.0
213.20178997,0.003894813333333333,1.9229582655610216,-0.2837856780042501
213.40512527,0.006169055333333333,1.8672831359824358,-0.2702658274501935
213.60847785,0.002239572333333333,1.3714718172001525,-0.13440350284141275
213.81184772,0.0026702633333333327,2.0,-0.3010299956639812
214.01523486,-0.0013508923333333334,0.0,6.0
214.21863928,0.004578916,2.0,-0.3010299956639812
214.42206097,0.005393779333333334,1.7298233010808899,-0.23676234199196702
214.62549993,0.0038852269999999998,1.4470388647833292,-0.15776552955324558
214.82895616,0.0010321223333333333,1.9415429366384214,-0.28774483972933323
215.03242966,0.0037930223333333332,2.0,-0.3010299956639812
215.23592042,0.00020986166666666655,1.3333333333333333,1.7993133362240126
215.43942843,0.003281489333333333,0.9294292363540236,0.03256781418321835
215.6429537,0.0030106606666666664,1.256447024487689,-0.09542193879732529
215.84649623,0.004279623666666667,0.8898215972593303,0.0509517906784431
216.05005601,0.008242490666666666,1.9144505834384453,-0.28177449085816114
216.25363303,0.003477418333333333,2.0,-0.3010299956639812
216.45722731,0.003017126666666667,2.0,-0.3010299956639812
216.66083882,-0.000722287,0.0,6.0
216.86446757,0.002693156333333333,1.872253674455744,-0.2717427688257054
217.06811356,0.0005876613333333333,2.0,-0.3010299956639812
217.27177679,0.0069416,1.9354714356513707,-0.28637194837807606
217.47545724,0.003568713666666667,1.9672212956269128,-0.2938138389609442
217.67915493,0.0011465946666666669,2.0,-0.3010299956639812
217.88286984,0.0031615446666666664,1.3543924133962217,-0.13123594652501158
218.08660198,0.005640409,1.9853572965540405,-0.2978149344292136
218.29035133,0.008491035000000001,1.67904905033567,-0.22456056956724693
218.4941179,0.008065848,1.1167080167467824,-0.04768317339940912
218.69790169,0.0030478783333333336,1.2611214553679797,-0.10063199012183942
218.90170269,0.0027843939999999995,1.1233374215308147,-0.0485956753836718
219.1055209,0.006252021,0.9899800484537552,0.004721751238453815
219.30935632,0.005212465666666667,1.2197952524593028,-0.08369343866183544
219.51320894,0.002055960666666667,2.0,-0.3010299956639812
219.71707876,0.0009775240000000002,1.1798435764978517,-0.06279833732275315
219.92096578,0.005462148333333333,1.56535459773409,-0.19404821289054422
220.12486999,0.0014823343333333335,2.0,-0.3010299956639812
220.3287914,0.005213646,1.3084982870910666,-0.1162059647039587
220.53272999,-5.451666666666654e-06,0.6666666666666666,3.8996566681120064
220.73668578,0.004697099666666666,2.0,-0.3010299956639812
220.94065875,0.005471244333333334,1.9841763041514717,-0.297552488275181
221.1446489,0.00070617,1.344150309016588,-0.10103675784446951
221.34865623,0.003567357,1.318523268664274,-0.11625605136616107
221.55268073,0.0008021473333333333,2.0,-0.3010299956639812
221.75672241,-0.0010890076666666669,0.0,6.0
221.96078126,0.001491745,2.0,-0.3010299956639812
222.16485728,-0.0013028733333333333,0.0,6.0
222.36895046,0.0006079066666666666,1.350455615174621,-0.0892069958240757
222.5730608,0.004092036666666667,1.2542641123882503,-0.09829684199455847
222.77718831,0.002122475,2.0,-0.3010299956639812
222.98133297,-0.0024336256666666668,0.0,6.0
223.18549478,0.004772589000000001,1.3758735805487248,-0.1379567451633137
223.38967375,-0.00011913866666666665,0.0,6.0
223.59386986,0.0007101166666666669,2.0,-0.3010299956639812
223.79808312,0.0015888716666666667,2.0,-0.3010299956639812
224.00231352,0.003154711333333333,2.0,-0.3010299956639812
224.20656106,0.005601842,1.654285849285052,-0.21849453423368312
224.41082574,0.004081173,1.3264084163725356,-0.11963519635249249
224.61510756,0.009770191333333332,1.5173319294017036,-0.18103953720024235
224.8194065,1.0300666666666675e-05,0.6666666666666666,3.8996566681120064
225.02372258,0.00013753366666666668,1.3333333333333333,1.7993133362240126
225.22805578,0.0018878249999999999,2.0,-0.3010299956639812
225.4324061,-0.001689984,0.0,6.0
225.63677355,0.004529518000000001,1.6367117743771342,-0.2139268435371439
225.84115811,-0.0009047656666666667,0.0,6.0
226.04555979,0.0022955106666666665,1.6325721099708173,-0.21264285268487362
226.24997858,0.0002334123333333333,1.3333333333333333,1.7993133362240126
226.45441448,0.0021148480000000003,0.7474704348010489,0.12759872423310684
226.65886748,0.006342783,1.6255460104460857,-0.21029145245918923
226.86333759,0.002548212666666666,0.9714619383648421,0.014340025966529085
227.0678248,0.002312839666666667,2.0,-0.3010299956639812
227.27232911,0.0017887480000000004,2.0,-0.3010299956639812
227.47685052,0.0015320450000000003,1.5747037238799066,-0.1863980666378696
227.68138902,0.005101310666666667,1.7274425744697661,-0.23666145976989647
227.88594461,-0.0005282860000000001,0.0,6.0
228.09051728,0.0026846560000000005,2.0,-0.3010299956639812
228.29510704,0.003523053333333333,2.0,-0.3010299956639812
228.49971389,0.0069110180000000005,1.9806270642946957,-0.29676088231487846
228.70433781,0.0045418916666666665,1.4099780106066486,-0.149201911831885
228.90897881,0.004938374,1.29998262609245,-0.11006617250843699
229.11363688,0.0008881523333333333,2.0,-0.3010299956639812
229.31831202,0.004584366666666667,1.9949997716790724,-0.29994011752177624
229.52300423,0.0037204056666666663,2.0,-0.3010299956639812
229.7277135,0.002044315,2.0,-0.3010299956639812
229.93243984,0.0010418906666666667,0.548040453346799,0.28163154476545627
230.13718324,0.0021910486666666664,2.0,-0.3010299956639812
230.34194369,0.0024027253333333332,1.2918781061758797,-0.10883123201821353
230.5467212,0.007509566,1.2546745593766029,-0.09715839464618614
230.75151576,0.0016302283333333332,2.0,-0.3010299956639812
230.95632737,0.006553336666666667,1.4236294857702296,-0.1525345278536724
231.16115602,0.0019148843333333333,1.6827934594113236,-0.22306989097015315
231.36600172,0.00032520333333333336,1.3333333333333333,1.7993133362240126
231.57086446,0.0008389883333333334,2.0,-0.3010299956639812
231.77574423,0.003479466,1.2121083122284966,-0.08116133265127119
231.98064104,-0.0022696193333333332,0.0,6.0
232.18555488,0.0013367496666666669,2.0,-0.3010299956639812
232.39048575,0.004512339000000001,1.9310238708898997,-0.2852591828335199
232.59543365,0.00030231666666666665,1.3333333333333333,1.7993133362240126
232.80039857,-0.0005829920000000001,0.0,6.0
233.00538051,0.0043044166666666665,1.271141810335493,-0.10395283809968962
233.21037947,0.0049838416666666665,2.0,-0.3010299956639812
233.41539544,0.018976073,1.1657403522394774,-0.06609934230547036
233.62042843,0.0019051433333333331,2.0,-0.3010299956639812
233.82547842,0.002139170666666667,1.970557633271807,-0.29451373165140216
234.03054543,0.007314948666666667,1.0973586200137213,-0.03922146982422764
234.23562943,0.0016987143333333336,0.5875423984799958,0.2324696229915524
234.44073044,0.0015390253333333332,1.3284064851178916,-0.11033637868696901
234.64584845,0.005130540333333333,1.6787153890032274,-0.22445285791763928
234.85098345,0.0015027520000000002,2.0,-0.3010299956639812
235.05613545,0.003835142333333333,2.0,-0.3010299956639812
235.26130444,0.004124174,1.731569804479543,-0.2340616089060222
235.46649041,0.001782556,0.9479210205850602,0.037236846867926485
235.67169337,0.005878840333333334,1.7794392853395322,-0.2500118382383814
235.87691331,0.007753727666666668,1.6191041088071723,-0.20884961195859617
236.08215023,0.0004948916666666667,2.0,-0.3010299956639812
236.28740413,0.004134167,1.5516781017295218,-0.1906979366726105
236.492675,0.002538705666666667,2.0,-0.3010299956639812
236.69796284,-0.00036842433333333333,0.0,6.0
