wavelength,slope,abs_slope,intercept,r2,correlation,residual_std
734.7994948,-0.0019898892833512334,0.0019898892833512334,0.3968019810438238,0.5623311764263536,-0.7498874425047759,0.006869556324944966
735.03419054,-0.00027252151407089096,0.00027252151407089096,0.39431080084554243,0.021462778195875932,-0.14650180270520882,0.007200614327999138
735.2688959,-0.0008459819626208393,0.0008459819626208393,0.39253538129581106,0.21250203259174238,-0.4609794275146586,0.006372756591250265
735.50361089,-0.00016147606015037106,0.00016147606015037106,0.3893824366481204,0.00898687752482568,-0.09479914305955345,0.006635390496974681
735.73833549,0.00035217095381310343,0.00035217095381310343,0.391939347865521,0.046585412155276645,0.21583654036162794,0.006234369084953612
735.9730697,9.643874371643569e-05,9.643874371643569e-05,0.39164439578216975,0.001829807871869268,0.04277625359786979,0.008814022354395436
736.20781353,-0.0011673213735767997,0.0011673213735767997,0.4054341063160043,0.1500984105636595,-0.38742536128093047,0.010869504892784366
736.44256696,-0.0017948264429645585,0.0017948264429645585,0.3981147047772287,0.37044925721298505,-0.60864542815418,0.00915580461713239
736.67733,-0.0019295583286788392,0.0019295583286788392,0.4043152050058002,0.4230657816122033,-0.6504350710195471,0.008817392249589193
736.91210263,-0.0026296401490869988,0.0026296401490869988,0.40344162636498393,0.520312341098386,-0.721326792167313,0.009880219248630126
737.14688486,-0.002721392509989258,0.002721392509989258,0.4060667508537057,0.41778757875295713,-0.646364895978237,0.012571213652253742
737.38167668,-0.0023418986418904425,0.0023418986418904425,0.4047854455477981,0.4134632948455352,-0.6430111156469499,0.010914912603352839
737.61647809,-0.002594867773576802,0.002594867773576802,0.4142936839160043,0.40191492950193064,-0.6339676091898786,0.012386616586844972
737.85128908,-0.0028659914320085917,0.0028659914320085917,0.4149954573570354,0.4407934083099889,-0.6639227427268846,0.012631837609767377
738.08610965,-0.0036028402302900114,0.0036028402302900114,0.4218575603499463,0.48456512183412564,-0.6961071195111609,0.014540484581843583
738.3209398,-0.0036523614397422147,0.0036523614397422147,0.4178097714889366,0.493325433015666,-0.702371292847071,0.014484202885042584
738.55577953,-0.004231695931686359,0.004231695931686359,0.41510843536820624,0.559668805105122,-0.7481101557291693,0.014687966768690625
738.79062882,-0.00337895335467239,0.00337895335467239,0.3990076888380236,0.4953103262109584,-0.7037828686540746,0.013346849572863218
739.02548768,-0.0016237027518796994,0.0016237027518796994,0.39609593760150374,0.3702665642534163,-0.6084953280456772,0.008286110219722167
739.2603561,-0.003494184690440393,0.003494184690440393,0.3967989623980666,0.7241564268755688,-0.8509738109222685,0.008438867103440455
739.49523407,-0.0027953255196562837,0.0027953255196562837,0.40094241671858216,0.6947802228393615,-0.8335347760227892,0.007250000756730922
739.73012161,-0.005322669904189048,0.005322669904189048,0.3956398388547798,0.7436175497307308,-0.8623326212841138,0.012229872115369828
739.96501869,-0.006196824285284641,0.006196824285284641,0.4082094205767992,0.7583660570145101,-0.8708421539030539,0.01368774039218469
740.19992532,-0.004586821807518799,0.004586821807518799,0.39690572680601505,0.7292521679708823,-0.8539626267998397,0.010936504825985209
