concentration,trial,signal_column,min,max,mean,std,rms,mad,spectral_entropy,snr
0.5,0.5 ppm EtOH IPA MeOH-1,transmittance,0.20886434119401207,1.057780006465682,0.9017568162654611,0.1687432125252268,0.9174091930292363,0.01697832495164296,11.780107413308468,4.6692839968578355
0.5,0.5 ppm EtOH IPA MeOH-2,transmittance,-0.03956821081341426,1.0528699326410285,0.8963277829132733,0.1716865418357225,0.9126224646970583,0.02223139104365193,11.805051930793097,4.8345419107532
0.5,0.5 ppm EtOH IPA MeOH-3,transmittance,-0.005719419021293275,1.0437395640886273,0.8974611876688484,0.17435271464653657,0.9142403690915188,0.020902220633795134,11.801618245811436,4.558697578623207
0.5,0.5 ppm EtOH IPA MeOH-4,transmittance,0.1941409024665715,1.0330550015301578,0.8879289359240944,0.1805491331723655,0.9060992135194617,0.02491521123269853,11.771505938260379,4.318911679691957
0.5,0.5 ppm EtOH IPA MeOH-5,transmittance,0.08951610590025233,1.0316895939793633,0.876338889467211,0.19328704926424486,0.897401656230867,0.02873635497611122,11.77990616767605,4.068841308222294
1.0,1 ppm EtOH IPA MeOH-1,transmittance,0.09661890488153646,1.0306874221050406,0.8683608192145459,0.20011735629686667,0.8911214668260462,0.032633055152593377,11.773195475032466,4.054021961035452
1.0,1 ppm EtOH IPA MeOH-2,transmittance,0.054845609616391566,1.0304338029256335,0.8706391219752735,0.1929213822151011,0.8917573327030511,0.03820102994690437,11.784377125721148,4.115468514410655
1.0,1 ppm EtOH IPA MeOH-3,transmittance,-0.03711171488670442,1.0250829059662359,0.8542232321479368,0.20502929038006376,0.8784841149702255,0.04957238688972353,11.787593986789236,3.8811557300693686
1.0,1 ppm EtOH IPA MeOH-4,transmittance,0.050090796852569744,1.0245050344988482,0.847556617851858,0.21040706706131715,0.8732830894582959,0.05397787815603339,11.771500126473608,3.777147903783288
1.0,1 ppm EtOH IPA MeOH-5,transmittance,0.03629384207791973,1.0188466729440715,0.8487951913180216,0.2058695470190483,0.8734045724602232,0.05533762537770555,11.777411540771457,3.8500036132654394
10.0,10 ppm EtOH IPA MeOH-1,transmittance,0.0017311964673349944,1.1585485452762152,0.9021549161003537,0.1647446211988178,0.9170737608600402,0.028758266501203018,11.804621924007147,5.162934387903949
10.0,10 ppm EtOH IPA MeOH-2,transmittance,0.0016629054923023023,1.1585485452762152,0.9043981794683307,0.16256422470878112,0.918892373556772,0.02583628394522567,11.805635239541258,5.3040208588708735
10.0,10 ppm EtOH IPA MeOH-3,transmittance,0.002914836661554565,1.1585485452762152,0.9023874164036426,0.1653350674617955,0.917408705984545,0.029091011481445186,11.804282824064579,5.170321237890857
10.0,10 ppm EtOH IPA MeOH-4,transmittance,0.0037477749777765634,1.1585485452762152,0.9040338524762785,0.16339787321107724,0.9186817029815086,0.026983756994677748,11.805094694003122,5.200242434535836
10.0,10 ppm EtOH IPA MeOH-5,transmittance,0.004207890161801675,1.1585485452762152,0.9023003991439011,0.16402072689159805,0.9170871327988914,0.029412445884998747,11.804698100564611,5.205711328890347
5.0,5 ppm EtOH IPA MeOH-1,transmittance,0.0010391071460726028,1.045061203326542,0.8458815592237016,0.2081771102467933,0.8711218752077265,0.066072816562809,11.780851937224693,3.8664248469318743
5.0,5 ppm EtOH IPA MeOH-2,transmittance,0.008145301932231841,1.1585485452762152,0.9002126853681169,0.16193170377429694,0.9146610058294401,0.03510475486812829,11.805112147935464,5.294198430350911
5.0,5 ppm EtOH IPA MeOH-3,transmittance,0.004598531282321128,1.1585485452762152,0.9011327628214836,0.16353569661974046,0.9158516147822111,0.031467323291467675,11.80483528565735,5.296557769089344
5.0,5 ppm EtOH IPA MeOH-4,transmittance,0.003940100242249556,1.1585485452762152,0.9031070698486671,0.1635023219668016,0.9177883137734871,0.028810942798078776,11.80496189568845,5.215486210490913
5.0,5 ppm EtOH IPA MeOH-5,transmittance,0.003001302923757998,1.1585485452762152,0.9025571724989071,0.16413522756125531,0.9173602468800394,0.029369331858892705,11.80470987267439,5.157434541939347
